Age,Gender,Category,Purchase Amount (USD),Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases,Frequency of Purchases,Age Group
43,1,Accessories,44,Summer,2.8,1,1,5,Monthly,36–45
44,1,Outerwear,45,Winter,3.3,1,1,3,Quarterly,36–45
69,1,Clothing,99,Spring,2.9,1,1,46,Every 3 Months,65+
46,1,Clothing,68,Spring,2.8,1,1,16,Annually,46–55
41,1,Clothing,56,Spring,4.2,1,1,21,Bi-Weekly,36–45
32,1,Clothing,43,Winter,4.4,1,1,34,Bi-Weekly,26–35
26,1,Accessories,99,Winter,3.6,1,1,9,Every 3 Months,26–35
61,1,Accessories,56,Fall,2.7,1,1,36,Weekly,56–65
49,1,Clothing,25,Spring,3.4,1,1,22,Monthly,46–55
53,1,Clothing,74,Winter,2.8,1,1,2,Quarterly,46–55
24,1,Clothing,56,Winter,3.4,1,1,32,Monthly,18–25
37,1,Footwear,47,Fall,2.6,1,1,29,Every 3 Months,36–45
43,1,Clothing,67,Summer,4.1,1,1,27,Every 3 Months,36–45
31,1,Clothing,22,Winter,2.9,1,1,33,Fortnightly,26–35
49,1,Clothing,34,Spring,2.7,1,1,16,Monthly,46–55
69,1,Clothing,64,Spring,3.7,1,1,11,Quarterly,65+
65,1,Clothing,42,Spring,4.3,1,1,11,Fortnightly,65+
41,1,Clothing,82,Winter,2.6,1,1,17,Bi-Weekly,36–45
37,1,Accessories,81,Summer,4.3,1,1,37,Weekly,36–45
70,1,Outerwear,24,Summer,4.1,1,1,18,Weekly,65+
63,1,Footwear,60,Fall,4.2,1,1,13,Monthly,56–65
55,1,Clothing,24,Spring,4.2,1,1,7,Weekly,56–65
52,1,Clothing,78,Winter,3.1,1,1,37,Quarterly,46–55
22,1,Clothing,88,Winter,4.9,1,1,8,Monthly,18–25
54,1,Clothing,63,Spring,4.4,1,1,11,Bi-Weekly,46–55
28,1,Footwear,78,Summer,4.4,1,1,8,Bi-Weekly,26–35
67,1,Clothing,37,Winter,3.4,1,1,31,Every 3 Months,65+
59,1,Footwear,94,Fall,4.5,1,1,26,Fortnightly,56–65
26,1,Clothing,78,Fall,4.5,1,1,20,Bi-Weekly,26–35
24,1,Outerwear,36,Winter,4.1,1,1,24,Fortnightly,18–25
62,1,Clothing,24,Winter,3.2,1,1,45,Bi-Weekly,56–65
70,1,Footwear,84,Spring,2.7,1,1,33,Monthly,65+
45,1,Clothing,47,Spring,3.7,1,1,21,Monthly,46–55
58,1,Clothing,51,Fall,2.6,1,1,2,Fortnightly,56–65
31,1,Footwear,84,Summer,2.7,1,1,28,Weekly,26–35
32,1,Clothing,24,Summer,2.7,1,1,18,Quarterly,26–35
36,1,Clothing,97,Fall,4.8,1,1,21,Fortnightly,36–45
25,1,Clothing,89,Winter,4.8,1,1,24,Monthly,26–35
48,1,Accessories,44,Spring,2.6,1,1,15,Every 3 Months,46–55
39,1,Accessories,35,Winter,4.5,1,1,38,Every 3 Months,36–45
26,1,Clothing,91,Winter,3.2,1,1,38,Bi-Weekly,26–35
32,1,Accessories,63,Winter,3.8,1,1,13,Fortnightly,26–35
54,1,Accessories,97,Spring,4.8,1,1,39,Bi-Weekly,46–55
38,1,Footwear,38,Summer,4.1,1,1,8,Every 3 Months,36–45
46,1,Outerwear,24,Spring,2.8,1,1,4,Quarterly,46–55
57,1,Clothing,32,Winter,3.9,1,1,6,Every 3 Months,56–65
49,1,Accessories,90,Summer,4.9,1,1,11,Every 3 Months,46–55
33,1,Clothing,36,Summer,3.4,1,1,49,Monthly,26–35
54,1,Accessories,37,Winter,4.1,1,1,30,Quarterly,46–55
47,1,Clothing,51,Summer,2.9,1,1,34,Monthly,46–55
36,1,Accessories,71,Fall,3.1,1,1,28,Monthly,36–45
68,1,Accessories,50,Spring,3.6,1,1,36,Quarterly,65+
60,1,Accessories,74,Fall,3.5,1,1,18,Every 3 Months,56–65
55,1,Clothing,75,Summer,3.4,1,1,4,Monthly,56–65
29,1,Clothing,99,Spring,2.9,1,1,42,Quarterly,26–35
38,1,Accessories,23,Spring,4.7,1,1,11,Quarterly,36–45
70,1,Footwear,53,Winter,4.4,1,1,31,Bi-Weekly,65+
36,1,Clothing,99,Spring,2.6,1,1,12,Fortnightly,36–45
18,1,Accessories,48,Spring,4.4,1,1,20,Quarterly,18–25
62,1,Footwear,72,Fall,3.7,1,1,37,Quarterly,56–65
29,1,Accessories,64,Spring,4.4,1,1,26,Fortnightly,26–35
21,1,Footwear,63,Spring,2.5,1,1,14,Weekly,18–25
42,1,Footwear,51,Spring,2.6,1,1,12,Bi-Weekly,36–45
43,1,Footwear,55,Spring,5.0,1,1,10,Annually,36–45
58,1,Clothing,55,Spring,4.9,1,1,19,Annually,56–65
27,1,Clothing,26,Summer,3.7,1,1,4,Weekly,26–35
57,1,Clothing,67,Summer,3.1,1,1,48,Quarterly,56–65
40,1,Outerwear,31,Fall,3.2,1,1,37,Monthly,36–45
45,1,Clothing,66,Winter,4.4,1,1,4,Monthly,46–55
47,1,Accessories,67,Summer,4.3,1,1,15,Weekly,46–55
61,1,Footwear,61,Winter,3.0,1,1,33,Weekly,56–65
60,1,Outerwear,75,Fall,3.5,1,1,30,Quarterly,56–65
69,1,Clothing,90,Spring,3.6,1,1,23,Monthly,65+
58,1,Clothing,40,Summer,3.8,1,1,2,Weekly,56–65
34,1,Clothing,90,Fall,3.6,1,1,50,Every 3 Months,26–35
20,1,Accessories,20,Spring,4.6,1,1,34,Bi-Weekly,18–25
56,1,Accessories,40,Summer,2.5,1,1,33,Weekly,56–65
64,1,Accessories,33,Fall,3.5,1,1,34,Monthly,56–65
56,1,Footwear,98,Spring,4.0,1,1,39,Every 3 Months,56–65
27,1,Accessories,42,Spring,3.5,1,1,47,Quarterly,26–35
35,1,Outerwear,62,Summer,3.2,1,1,37,Monthly,36–45
24,1,Accessories,45,Winter,3.5,1,1,40,Bi-Weekly,18–25
26,1,Footwear,78,Summer,3.4,1,1,8,Bi-Weekly,26–35
32,1,Accessories,80,Fall,5.0,1,1,12,Annually,26–35
54,1,Accessories,96,Spring,4.5,1,1,36,Monthly,46–55
62,1,Accessories,47,Summer,2.8,1,1,48,Weekly,56–65
50,1,Clothing,84,Winter,4.9,1,1,47,Fortnightly,46–55
70,1,Footwear,31,Spring,3.1,1,1,2,Monthly,65+
48,1,Accessories,63,Spring,4.8,1,1,24,Weekly,46–55
20,1,Clothing,97,Spring,2.7,1,1,40,Bi-Weekly,18–25
46,1,Outerwear,99,Winter,4.6,1,1,50,Weekly,46–55
51,1,Footwear,90,Winter,4.4,1,1,25,Weekly,46–55
53,1,Footwear,68,Fall,3.2,1,1,20,Monthly,46–55
44,1,Accessories,80,Spring,3.0,1,1,10,Weekly,36–45
29,1,Footwear,91,Summer,4.9,1,1,32,Quarterly,26–35
64,1,Clothing,30,Spring,3.6,1,1,31,Fortnightly,56–65
51,1,Footwear,90,Spring,3.8,1,1,48,Bi-Weekly,46–55
50,1,Clothing,28,Spring,2.9,1,1,23,Monthly,46–55
43,1,Clothing,46,Winter,3.9,1,1,1,Bi-Weekly,36–45
61,1,Clothing,60,Fall,3.6,1,1,4,Fortnightly,56–65
55,1,Footwear,59,Spring,3.5,1,1,3,Bi-Weekly,56–65
56,1,Accessories,68,Fall,4.0,1,1,3,Bi-Weekly,56–65
33,1,Accessories,79,Summer,4.8,1,1,44,Annually,26–35
43,1,Accessories,94,Winter,3.9,1,1,5,Bi-Weekly,36–45
21,1,Clothing,83,Summer,4.5,1,1,50,Quarterly,18–25
58,1,Accessories,62,Spring,4.8,1,1,2,Annually,56–65
41,1,Accessories,85,Spring,2.6,1,1,29,Annually,36–45
39,1,Clothing,30,Summer,3.1,1,1,11,Annually,36–45
54,1,Clothing,24,Spring,4.7,1,1,37,Fortnightly,46–55
43,1,Accessories,25,Spring,2.9,1,1,32,Fortnightly,36–45
28,1,Footwear,37,Summer,3.8,1,1,27,Annually,26–35
59,1,Accessories,69,Summer,3.8,1,1,31,Bi-Weekly,56–65
28,1,Footwear,97,Summer,3.0,1,1,36,Fortnightly,26–35
68,1,Accessories,24,Summer,4.1,1,1,34,Weekly,65+
20,1,Accessories,30,Summer,3.4,1,1,15,Every 3 Months,18–25
21,1,Outerwear,53,Fall,2.5,1,1,14,Annually,18–25
50,1,Clothing,70,Spring,4.9,1,1,46,Weekly,46–55
32,1,Clothing,76,Winter,2.8,1,1,33,Bi-Weekly,26–35
24,1,Accessories,95,Fall,4.5,1,1,41,Annually,18–25
55,1,Outerwear,51,Winter,4.9,1,1,39,Weekly,56–65
61,1,Accessories,41,Winter,4.9,1,1,7,Annually,56–65
61,1,Accessories,71,Winter,3.5,1,1,29,Every 3 Months,56–65
28,1,Clothing,66,Summer,3.5,1,1,18,Quarterly,26–35
60,1,Clothing,84,Winter,4.9,1,1,15,Annually,56–65
49,1,Accessories,95,Winter,3.0,1,1,39,Bi-Weekly,46–55
33,1,Accessories,90,Summer,2.8,1,1,11,Monthly,26–35
45,1,Clothing,36,Summer,3.7,1,1,4,Fortnightly,46–55
29,1,Accessories,22,Spring,3.6,1,1,33,Bi-Weekly,26–35
58,1,Outerwear,89,Winter,3.3,1,1,37,Quarterly,56–65
22,1,Footwear,50,Spring,3.4,1,1,32,Quarterly,18–25
55,1,Footwear,36,Fall,4.0,1,1,44,Quarterly,56–65
19,1,Clothing,52,Spring,4.6,1,1,41,Quarterly,18–25
68,1,Clothing,29,Fall,4.2,1,1,44,Weekly,65+
61,1,Clothing,89,Fall,2.8,1,1,32,Annually,56–65
68,1,Accessories,47,Fall,3.7,1,1,13,Monthly,65+
52,1,Accessories,25,Spring,3.4,1,1,48,Quarterly,46–55
41,1,Clothing,74,Fall,3.0,1,1,3,Weekly,36–45
29,1,Accessories,46,Fall,4.8,1,1,39,Monthly,26–35
68,1,Clothing,22,Fall,4.0,1,1,7,Fortnightly,65+
36,1,Clothing,25,Summer,4.9,1,1,11,Fortnightly,36–45
55,1,Accessories,80,Spring,4.9,1,1,47,Weekly,56–65
28,1,Clothing,76,Spring,3.3,1,1,28,Fortnightly,26–35
39,1,Clothing,30,Summer,4.4,1,1,17,Every 3 Months,36–45
54,1,Clothing,79,Fall,3.5,1,1,11,Bi-Weekly,46–55
40,1,Footwear,22,Winter,4.2,1,1,12,Annually,36–45
31,1,Clothing,36,Fall,4.2,1,1,7,Fortnightly,26–35
30,1,Clothing,77,Fall,2.7,1,1,19,Fortnightly,26–35
45,1,Accessories,33,Fall,2.8,1,1,24,Quarterly,46–55
48,1,Footwear,64,Winter,3.8,1,1,19,Monthly,46–55
45,1,Clothing,53,Fall,2.6,1,1,39,Annually,46–55
60,1,Footwear,36,Fall,3.0,1,1,1,Fortnightly,56–65
59,1,Clothing,70,Spring,3.3,0,1,10,Bi-Weekly,56–65
18,1,Clothing,96,Winter,4.9,0,1,48,Quarterly,18–25
70,1,Outerwear,27,Spring,3.3,0,1,24,Annually,65+
20,1,Clothing,64,Winter,2.9,0,1,42,Fortnightly,18–25
65,1,Outerwear,23,Spring,4.4,0,1,20,Weekly,65+
29,1,Accessories,33,Summer,3.1,0,1,49,Every 3 Months,26–35
22,1,Outerwear,34,Winter,2.5,0,1,25,Monthly,18–25
27,1,Clothing,35,Summer,2.6,0,1,21,Every 3 Months,26–35
36,1,Outerwear,62,Summer,4.4,0,1,12,Every 3 Months,36–45
59,1,Footwear,75,Fall,2.6,0,1,21,Every 3 Months,56–65
62,1,Clothing,29,Summer,3.3,0,1,35,Monthly,56–65
34,1,Accessories,28,Spring,3.5,0,1,42,Every 3 Months,26–35
59,1,Clothing,20,Spring,4.1,0,1,3,Every 3 Months,56–65
49,1,Outerwear,96,Winter,4.0,0,1,11,Bi-Weekly,46–55
18,1,Clothing,43,Summer,2.7,0,1,22,Quarterly,18–25
55,1,Clothing,94,Fall,2.5,0,1,47,Weekly,56–65
38,1,Clothing,81,Fall,4.3,0,1,33,Every 3 Months,36–45
50,1,Accessories,75,Summer,3.3,0,1,50,Weekly,46–55
61,1,Accessories,81,Summer,2.6,0,1,46,Monthly,56–65
48,1,Clothing,92,Fall,3.5,0,1,34,Fortnightly,46–55
22,1,Accessories,96,Spring,4.0,0,1,33,Monthly,18–25
48,1,Accessories,71,Fall,2.6,0,1,45,Fortnightly,46–55
57,1,Accessories,50,Summer,4.9,0,1,32,Bi-Weekly,56–65
33,1,Outerwear,72,Spring,2.9,0,1,47,Bi-Weekly,26–35
58,1,Outerwear,28,Winter,3.7,0,1,5,Quarterly,56–65
37,1,Clothing,59,Fall,4.4,0,1,49,Fortnightly,36–45
18,1,Outerwear,33,Summer,4.4,0,1,48,Monthly,18–25
65,1,Accessories,59,Fall,3.8,0,1,22,Every 3 Months,65+
62,1,Accessories,30,Spring,4.5,0,1,45,Annually,56–65
54,1,Accessories,85,Winter,2.6,0,1,30,Quarterly,46–55
35,1,Accessories,97,Summer,3.3,0,1,43,Weekly,36–45
34,1,Clothing,36,Fall,4.1,0,1,48,Quarterly,26–35
25,1,Accessories,85,Winter,3.0,0,1,23,Fortnightly,26–35
53,1,Accessories,62,Winter,3.0,0,1,27,Bi-Weekly,46–55
45,1,Clothing,71,Winter,3.4,0,1,7,Monthly,46–55
49,1,Clothing,21,Winter,2.7,0,1,2,Weekly,46–55
40,1,Accessories,61,Spring,3.8,0,1,33,Bi-Weekly,36–45
38,1,Accessories,58,Spring,4.2,0,1,27,Fortnightly,36–45
44,1,Clothing,80,Spring,4.7,0,1,6,Fortnightly,36–45
68,1,Accessories,50,Spring,4.1,0,1,20,Quarterly,65+
60,1,Footwear,48,Winter,4.2,0,1,46,Every 3 Months,56–65
25,1,Accessories,40,Winter,4.8,0,1,25,Quarterly,26–35
19,1,Outerwear,34,Summer,3.0,0,1,30,Quarterly,18–25
57,1,Outerwear,46,Fall,2.6,0,1,48,Annually,56–65
58,1,Accessories,27,Summer,3.2,0,1,47,Weekly,56–65
49,1,Accessories,98,Spring,3.6,0,1,27,Weekly,46–55
19,1,Clothing,73,Fall,2.6,0,1,45,Fortnightly,18–25
50,1,Clothing,28,Spring,4.4,0,1,2,Weekly,46–55
30,1,Accessories,76,Fall,3.0,0,1,39,Fortnightly,26–35
52,1,Clothing,83,Fall,2.9,0,1,24,Fortnightly,46–55
35,1,Clothing,23,Spring,4.3,0,1,8,Bi-Weekly,36–45
35,1,Accessories,28,Fall,3.1,0,1,8,Quarterly,36–45
33,1,Clothing,83,Spring,3.0,0,1,6,Every 3 Months,26–35
52,1,Clothing,96,Winter,3.6,0,1,12,Fortnightly,46–55
69,1,Footwear,62,Fall,2.8,0,1,26,Weekly,65+
27,1,Clothing,25,Fall,2.8,0,1,50,Fortnightly,26–35
66,1,Clothing,97,Winter,4.9,0,1,2,Weekly,65+
28,1,Clothing,61,Fall,3.0,0,1,31,Bi-Weekly,26–35
22,1,Footwear,66,Summer,4.1,0,1,4,Bi-Weekly,18–25
69,1,Clothing,67,Spring,4.6,0,1,32,Quarterly,65+
28,1,Accessories,80,Summer,4.8,0,1,11,Bi-Weekly,26–35
55,1,Clothing,25,Fall,2.6,0,1,47,Every 3 Months,56–65
30,1,Accessories,58,Fall,4.0,0,1,37,Weekly,26–35
67,1,Accessories,96,Winter,4.2,0,1,39,Fortnightly,65+
25,1,Accessories,77,Spring,4.5,0,1,24,Monthly,26–35
49,1,Accessories,65,Summer,4.9,0,1,11,Every 3 Months,46–55
34,1,Accessories,36,Spring,3.1,0,1,36,Weekly,26–35
22,1,Footwear,84,Winter,4.0,0,1,40,Monthly,18–25
63,1,Clothing,58,Fall,3.2,0,1,25,Quarterly,56–65
70,1,Accessories,62,Spring,4.3,0,1,12,Annually,65+
36,1,Accessories,67,Fall,2.5,0,1,38,Monthly,36–45
42,1,Clothing,20,Spring,4.9,0,1,40,Quarterly,36–45
27,1,Footwear,90,Summer,2.7,0,1,10,Weekly,26–35
23,1,Accessories,58,Winter,3.4,0,1,47,Fortnightly,18–25
50,1,Clothing,53,Spring,4.8,0,1,22,Monthly,46–55
56,1,Accessories,30,Winter,4.7,0,1,35,Monthly,56–65
37,1,Clothing,65,Winter,4.7,0,1,46,Fortnightly,36–45
67,1,Accessories,41,Summer,3.9,0,1,30,Bi-Weekly,65+
67,1,Clothing,73,Spring,3.7,0,1,20,Monthly,65+
50,1,Clothing,98,Spring,4.3,0,1,25,Fortnightly,46–55
36,1,Footwear,36,Winter,4.1,0,1,29,Weekly,36–45
62,1,Clothing,81,Summer,4.6,0,1,2,Every 3 Months,56–65
65,1,Clothing,90,Winter,3.6,0,1,32,Quarterly,65+
23,1,Accessories,83,Summer,4.8,0,1,37,Monthly,18–25
46,1,Clothing,91,Winter,2.8,0,1,16,Every 3 Months,46–55
18,1,Clothing,36,Summer,4.7,0,1,32,Fortnightly,18–25
58,1,Outerwear,53,Spring,3.9,0,1,42,Bi-Weekly,56–65
31,1,Clothing,39,Winter,2.6,0,1,6,Every 3 Months,26–35
39,1,Accessories,33,Winter,4.7,0,1,23,Fortnightly,36–45
69,1,Clothing,76,Spring,3.5,0,1,27,Bi-Weekly,65+
68,1,Footwear,23,Winter,4.4,0,1,43,Quarterly,65+
41,1,Clothing,54,Fall,4.4,0,1,25,Fortnightly,36–45
31,1,Footwear,89,Summer,3.0,0,1,30,Every 3 Months,26–35
48,1,Footwear,38,Summer,4.2,0,1,7,Every 3 Months,46–55
59,1,Accessories,36,Winter,4.3,0,1,17,Annually,56–65
34,1,Clothing,66,Spring,2.6,0,1,10,Fortnightly,26–35
21,1,Accessories,42,Spring,3.3,0,1,40,Annually,18–25
29,1,Accessories,36,Winter,2.7,0,1,50,Bi-Weekly,26–35
41,1,Clothing,86,Spring,4.2,0,1,24,Weekly,36–45
62,1,Accessories,49,Fall,4.0,0,1,8,Every 3 Months,56–65
27,1,Clothing,41,Summer,4.0,0,1,6,Quarterly,26–35
49,1,Clothing,82,Spring,2.9,0,1,44,Bi-Weekly,46–55
67,1,Clothing,53,Fall,2.6,0,1,47,Quarterly,65+
20,1,Footwear,21,Summer,4.8,0,1,6,Every 3 Months,18–25
37,1,Accessories,66,Fall,4.4,0,1,11,Quarterly,36–45
69,1,Accessories,89,Summer,4.0,0,1,41,Annually,65+
66,1,Accessories,55,Fall,3.6,0,1,46,Every 3 Months,65+
37,1,Accessories,42,Summer,3.2,0,1,9,Bi-Weekly,36–45
63,1,Clothing,52,Fall,3.1,0,1,37,Monthly,56–65
47,1,Footwear,92,Winter,4.2,0,1,13,Weekly,46–55
26,1,Clothing,56,Summer,3.0,0,1,24,Monthly,26–35
68,1,Clothing,96,Winter,4.2,0,1,47,Quarterly,65+
51,1,Clothing,64,Winter,2.9,0,1,21,Every 3 Months,46–55
48,1,Clothing,48,Winter,3.7,0,1,22,Fortnightly,46–55
60,1,Clothing,83,Summer,3.6,0,1,16,Quarterly,56–65
68,1,Accessories,91,Summer,3.6,0,1,37,Fortnightly,65+
25,1,Accessories,94,Fall,4.5,0,1,3,Annually,26–35
57,1,Clothing,62,Spring,3.2,0,1,33,Bi-Weekly,56–65
41,1,Clothing,55,Spring,3.9,0,1,15,Annually,36–45
59,1,Outerwear,68,Spring,4.6,0,1,42,Bi-Weekly,56–65
44,1,Accessories,76,Winter,2.5,0,1,42,Bi-Weekly,36–45
42,1,Accessories,31,Winter,4.3,0,1,19,Bi-Weekly,36–45
35,1,Accessories,81,Spring,4.1,0,1,26,Quarterly,36–45
36,1,Clothing,83,Winter,4.6,0,1,39,Quarterly,36–45
54,1,Clothing,21,Spring,4.8,0,1,24,Monthly,46–55
37,1,Clothing,22,Spring,4.9,0,1,23,Annually,36–45
20,1,Clothing,33,Summer,2.8,0,1,44,Annually,18–25
23,1,Clothing,23,Spring,4.9,0,1,34,Monthly,18–25
61,1,Clothing,96,Summer,3.5,0,1,43,Quarterly,56–65
37,1,Accessories,21,Spring,3.8,0,1,45,Quarterly,36–45
23,1,Clothing,39,Spring,4.5,0,1,4,Weekly,18–25
63,1,Accessories,73,Fall,3.4,0,1,19,Annually,56–65
47,1,Clothing,64,Spring,3.9,0,1,29,Monthly,46–55
63,1,Clothing,68,Summer,4.1,0,1,27,Annually,56–65
56,1,Accessories,89,Fall,3.0,0,1,37,Every 3 Months,56–65
68,1,Clothing,29,Summer,3.3,0,1,11,Weekly,65+
64,1,Clothing,97,Summer,4.9,0,1,28,Annually,56–65
62,1,Clothing,45,Winter,4.3,0,1,31,Weekly,56–65
34,1,Clothing,70,Winter,4.1,0,1,50,Quarterly,26–35
49,1,Outerwear,56,Summer,4.0,0,1,42,Quarterly,46–55
40,1,Outerwear,55,Fall,5.0,0,1,18,Fortnightly,36–45
50,1,Clothing,46,Winter,3.1,0,1,6,Fortnightly,46–55
25,1,Accessories,95,Winter,4.0,0,1,33,Monthly,26–35
30,1,Accessories,88,Winter,3.2,0,1,13,Bi-Weekly,26–35
54,1,Footwear,92,Fall,3.9,0,1,26,Annually,46–55
40,1,Clothing,49,Summer,3.9,0,1,17,Annually,36–45
49,1,Footwear,89,Fall,4.5,0,1,3,Weekly,46–55
27,1,Outerwear,22,Winter,4.4,0,1,7,Weekly,26–35
27,1,Footwear,61,Summer,3.1,0,1,46,Fortnightly,26–35
48,1,Accessories,29,Spring,2.9,0,1,14,Every 3 Months,46–55
40,1,Footwear,82,Winter,3.7,0,1,23,Annually,36–45
67,1,Accessories,94,Spring,3.2,0,1,20,Every 3 Months,65+
52,1,Accessories,99,Spring,3.5,0,1,38,Fortnightly,46–55
22,1,Accessories,59,Fall,3.0,0,1,16,Every 3 Months,18–25
62,1,Footwear,90,Summer,4.1,0,1,48,Every 3 Months,56–65
20,1,Footwear,100,Winter,2.9,0,1,8,Annually,18–25
41,1,Clothing,62,Winter,3.8,0,1,16,Monthly,36–45
34,1,Accessories,78,Fall,4.1,0,1,5,Quarterly,26–35
23,1,Clothing,94,Spring,4.6,0,1,14,Every 3 Months,18–25
32,1,Footwear,74,Summer,2.5,0,1,18,Weekly,26–35
68,1,Accessories,52,Spring,3.7,0,1,14,Every 3 Months,65+
30,1,Outerwear,81,Fall,3.8,0,1,5,Every 3 Months,26–35
66,1,Clothing,20,Winter,2.6,0,1,15,Every 3 Months,65+
62,1,Clothing,32,Summer,3.7,0,1,3,Every 3 Months,56–65
50,1,Footwear,63,Fall,2.6,0,1,12,Every 3 Months,46–55
55,1,Footwear,79,Spring,3.1,0,1,43,Every 3 Months,56–65
19,1,Clothing,23,Winter,2.5,0,1,35,Bi-Weekly,18–25
67,1,Accessories,64,Winter,4.9,0,1,36,Quarterly,65+
18,1,Clothing,69,Winter,4.5,0,1,3,Quarterly,18–25
58,1,Clothing,69,Fall,3.4,0,1,27,Annually,56–65
69,1,Clothing,24,Winter,3.9,0,1,21,Weekly,65+
62,1,Clothing,50,Summer,3.7,0,1,18,Weekly,56–65
28,1,Accessories,97,Fall,2.6,0,1,16,Weekly,26–35
53,1,Footwear,91,Fall,3.4,0,1,18,Bi-Weekly,46–55
27,1,Clothing,37,Spring,4.9,0,1,19,Bi-Weekly,26–35
55,1,Outerwear,55,Winter,3.9,0,1,1,Annually,56–65
34,1,Accessories,52,Winter,3.6,0,1,39,Annually,26–35
25,1,Accessories,80,Spring,4.6,0,1,49,Monthly,26–35
66,1,Clothing,79,Spring,4.0,0,1,43,Fortnightly,65+
57,1,Accessories,23,Summer,3.6,0,1,31,Every 3 Months,56–65
46,1,Clothing,73,Winter,3.5,0,1,40,Every 3 Months,46–55
38,1,Accessories,99,Fall,4.1,0,1,2,Bi-Weekly,36–45
23,1,Clothing,22,Spring,3.0,0,1,46,Every 3 Months,18–25
42,1,Accessories,68,Summer,4.4,0,1,35,Every 3 Months,36–45
25,1,Clothing,92,Spring,4.4,0,1,42,Quarterly,26–35
55,1,Clothing,77,Winter,3.7,0,1,3,Fortnightly,56–65
62,1,Outerwear,37,Spring,4.8,0,1,32,Every 3 Months,56–65
41,1,Accessories,79,Winter,2.9,0,1,48,Annually,36–45
58,1,Clothing,51,Winter,3.1,0,1,34,Weekly,56–65
56,1,Clothing,27,Summer,4.0,0,1,15,Quarterly,56–65
25,1,Clothing,23,Spring,3.0,0,1,22,Annually,26–35
70,1,Clothing,76,Summer,3.9,0,1,2,Monthly,65+
42,1,Clothing,31,Fall,3.4,0,1,30,Weekly,36–45
27,1,Clothing,60,Winter,2.7,0,1,27,Monthly,26–35
65,1,Clothing,99,Spring,3.5,0,1,18,Bi-Weekly,65+
62,1,Accessories,37,Winter,3.0,0,1,8,Annually,56–65
62,1,Footwear,50,Winter,4.5,0,1,48,Fortnightly,56–65
52,1,Clothing,26,Winter,4.1,0,1,24,Monthly,46–55
56,1,Clothing,86,Spring,5.0,0,1,43,Monthly,56–65
28,1,Footwear,41,Fall,4.0,0,1,8,Quarterly,26–35
39,1,Footwear,23,Winter,4.9,0,1,49,Annually,36–45
54,1,Footwear,56,Spring,3.3,0,1,2,Bi-Weekly,46–55
30,1,Accessories,68,Fall,4.1,0,1,38,Fortnightly,26–35
45,1,Outerwear,48,Winter,3.6,0,1,4,Fortnightly,46–55
68,1,Clothing,67,Spring,3.0,0,1,31,Every 3 Months,65+
47,1,Footwear,87,Spring,4.1,0,1,34,Every 3 Months,46–55
68,1,Clothing,64,Fall,3.9,0,1,45,Monthly,65+
63,1,Clothing,93,Spring,4.1,0,1,30,Quarterly,56–65
20,1,Clothing,29,Summer,2.8,0,1,2,Fortnightly,18–25
29,1,Footwear,62,Winter,4.8,0,1,44,Monthly,26–35
41,1,Clothing,70,Winter,4.6,0,1,1,Bi-Weekly,36–45
52,1,Clothing,92,Winter,2.5,0,1,1,Bi-Weekly,46–55
32,1,Clothing,79,Spring,2.7,0,1,27,Weekly,26–35
20,1,Clothing,31,Fall,4.0,0,1,14,Every 3 Months,18–25
47,1,Clothing,83,Spring,2.7,0,1,41,Weekly,46–55
23,1,Outerwear,88,Winter,2.9,0,1,25,Bi-Weekly,18–25
43,1,Accessories,53,Spring,3.0,0,1,47,Quarterly,36–45
67,1,Clothing,98,Fall,3.3,0,1,20,Annually,65+
70,1,Accessories,57,Spring,4.3,0,1,42,Annually,65+
35,1,Footwear,80,Winter,4.4,0,1,16,Monthly,36–45
41,1,Clothing,29,Spring,4.1,0,1,32,Every 3 Months,36–45
54,1,Accessories,73,Spring,3.1,0,1,37,Quarterly,46–55
55,1,Clothing,32,Fall,4.5,0,1,1,Monthly,56–65
51,1,Footwear,68,Spring,4.8,0,1,37,Weekly,46–55
19,1,Clothing,97,Spring,5.0,0,1,5,Quarterly,18–25
28,1,Clothing,98,Fall,2.8,0,1,31,Fortnightly,26–35
63,1,Clothing,56,Fall,3.7,0,1,18,Annually,56–65
30,1,Clothing,78,Winter,4.4,0,1,39,Every 3 Months,26–35
29,1,Accessories,81,Spring,4.5,0,1,8,Bi-Weekly,26–35
24,1,Clothing,68,Winter,3.0,0,1,20,Monthly,18–25
69,1,Clothing,94,Winter,3.9,0,1,23,Every 3 Months,65+
65,1,Clothing,93,Spring,3.9,0,1,38,Fortnightly,65+
64,1,Accessories,99,Fall,3.5,0,1,45,Fortnightly,56–65
40,1,Accessories,49,Winter,4.9,0,1,44,Fortnightly,36–45
24,1,Clothing,28,Winter,3.4,0,1,20,Monthly,18–25
66,1,Accessories,93,Winter,4.1,0,1,34,Bi-Weekly,65+
35,1,Outerwear,24,Fall,2.9,0,1,10,Weekly,36–45
67,1,Clothing,35,Spring,3.4,0,1,3,Annually,65+
69,1,Footwear,68,Spring,3.2,0,1,23,Fortnightly,65+
26,1,Accessories,61,Summer,3.9,0,1,42,Annually,26–35
23,1,Clothing,74,Fall,4.1,0,1,30,Annually,18–25
27,1,Clothing,64,Summer,4.5,0,1,21,Every 3 Months,26–35
30,1,Footwear,60,Fall,2.8,0,1,50,Weekly,26–35
